        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-48.861870  -48.861870  -48.861870  |  0.482542  0.482542  0.482542
-48.861870  -48.861870  -48.861870  |  0.482542  0.482542  0.482542
-48.861870  -48.861870  -48.861870  |  0.482542  0.482542  0.482542
-48.861870  -48.861870  -48.861809  |  0.482542  0.482542  0.482542
-48.861809  -48.861748  -48.861748  |  0.482542  0.482542  0.482542
-48.861748  -48.861687  -48.861687  |  0.482542  0.482542  0.482542
-48.861687  -48.861626  -48.861626  |  0.482542  0.482542  0.482542
-48.861626  -48.861565  -48.861565  |  0.482542  0.482542  0.482542
-48.861626  -48.861626  -48.861626  |  0.482542  0.482542  0.482542
-48.861626  -48.861626  -48.861626  |  0.482542  0.482542  0.482542
-48.861626  -48.861626  -48.861626  |  0.482542  0.482542  0.482542
-48.861626  -48.861626  -48.861622  |  0.482542  0.482542  0.482542
-48.861622  -48.861618  -48.861622  |  0.482542  0.482542  0.482542
-48.861622  -48.861622  -48.861624  |  0.482542  0.482542  0.482542
-48.861624  -48.861626  -48.861624  |  0.482542  0.482542  0.482542
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-24.106855  -24.106855  -24.606855  |  0.627820  0.627820  0.427202
-24.606855  -25.106855  -25.106855  |  0.427202  0.351639  0.347934
-25.106855  -25.606855  -25.106855  |  0.347934  0.382921  0.347934
-25.106855  -25.106855  -25.106855  |  0.347934  0.347934  0.345711
-25.106855  -25.106855  -24.856855  |  0.345711  0.351639  0.345990
-25.106855  -25.106855  -25.106855  |  0.345711  0.345711  0.345711
-25.106855  -25.106855  -25.106855  |  0.345711  0.345711  0.345509
-25.106855  -25.106855  -25.169355  |  0.345509  0.345816  0.345513
-25.106855  -25.106855  -25.106855  |  0.345509  0.345509  0.345509
-25.106855  -25.106855  -25.106855  |  0.345509  0.345509  0.345509
-25.106855  -25.106855  -25.106855  |  0.345509  0.345509  0.345506
-25.106855  -25.106855  -25.099043  |  0.345506  0.345512  0.345507
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.108808  |  0.345506  0.345507  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.105879  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.107344  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106611  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106886  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106840  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106863  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106855  |  0.345506  0.345506  0.345506
-25.106855  -25.106855  -25.106857  |  0.345506  0.345506  0.345506
-25.106857  -25.106859  -25.106859  |  0.345506  0.345506  0.345506
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-26.411685  -26.411685  -25.911685  |  0.602825  0.602825  0.423467
-25.911685  -25.411685  -25.411685  |  0.423467  0.351111  0.347635
-25.411685  -24.911685  -25.411685  |  0.347635  0.385357  0.347635
-25.411685  -25.411685  -25.411685  |  0.347635  0.347635  0.345726
-25.411685  -25.411685  -25.661685  |  0.345726  0.351111  0.345566
-25.661685  -25.911685  -25.911685  |  0.345566  0.345536  0.345536
-25.911685  -26.161685  -26.161685  |  0.345536  0.346122  0.346122
-25.911685  -25.911685  -25.911685  |  0.345536  0.345536  0.345536
-25.911685  -25.911685  -25.911685  |  0.345536  0.345536  0.345536
-25.911685  -25.911685  -25.911685  |  0.345536  0.345536  0.345508
-25.911685  -25.911685  -25.942935  |  0.345508  0.345577  0.345507
-25.942935  -25.974185  -25.974185  |  0.345507  0.345515  0.345515
-25.942935  -25.942935  -25.942935  |  0.345507  0.345507  0.345507
-25.942935  -25.942935  -25.942935  |  0.345507  0.345507  0.345507
-25.942935  -25.942935  -25.942935  |  0.345507  0.345507  0.345506
-25.942935  -25.942935  -25.946841  |  0.345506  0.345507  0.345506
-25.946841  -25.950747  -25.950747  |  0.345506  0.345506  0.345506
-25.946841  -25.946841  -25.946841  |  0.345506  0.345506  0.345506
-25.946841  -25.946841  -25.946841  |  0.345506  0.345506  0.345506
-25.946841  -25.946841  -25.946841  |  0.345506  0.345506  0.345506
-25.946841  -25.946841  -25.947330  |  0.345506  0.345506  0.345506
-25.947330  -25.947818  -25.947818  |  0.345506  0.345506  0.345506
-25.947330  -25.947330  -25.947330  |  0.345506  0.345506  0.345506
-25.947330  -25.947330  -25.947330  |  0.345506  0.345506  0.345506
-25.947330  -25.947330  -25.947330  |  0.345506  0.345506  0.345506
-25.947330  -25.947330  -25.947391  |  0.345506  0.345506  0.345506
-25.947391  -25.947452  -25.947452  |  0.345506  0.345506  0.345506
-25.947391  -25.947391  -25.947391  |  0.345506  0.345506  0.345506
-25.947391  -25.947391  -25.947391  |  0.345506  0.345506  0.345506
-25.947391  -25.947391  -25.947391  |  0.345506  0.345506  0.345506
-25.947391  -25.947391  -25.947383  |  0.345506  0.345506  0.345506
-25.947383  -25.947375  -25.947375  |  0.345506  0.345506  0.345506
-25.947375  -25.947368  -25.947368  |  0.345506  0.345506  0.345506
-25.947375  -25.947375  -25.947375  |  0.345506  0.345506  0.345506
-25.947375  -25.947375  -25.947375  |  0.345506  0.345506  0.345506
-25.947375  -25.947375  -25.947373  |  0.345506  0.345506  0.345506
-25.947373  -25.947371  -25.947371  |  0.345506  0.345506  0.345506
       xB         xP         xN  |     f(xB)     f(xP)     f(xN)
20.310252  20.310252  20.810252  |  0.594116  0.594116  0.517300
20.810252  21.310252  21.810252  |  0.517300  0.419656  0.416913
21.810252  22.810252  22.310252  |  0.416913  0.545427  0.440856
21.810252  21.810252  21.560252  |  0.416913  0.416913  0.414807
21.560252  21.310252  21.560252  |  0.414807  0.419656  0.414807
21.560252  21.560252  21.560252  |  0.414807  0.414807  0.414807
21.560252  21.560252  21.622752  |  0.414807  0.414807  0.414677
21.622752  21.685252  21.622752  |  0.414677  0.414986  0.414677
21.622752  21.622752  21.622752  |  0.414677  0.414677  0.414677
21.622752  21.622752  21.607127  |  0.414677  0.414677  0.414669
21.607127  21.591502  21.607127  |  0.414669  0.414687  0.414669
21.607127  21.607127  21.607127  |  0.414669  0.414669  0.414669
21.607127  21.607127  21.611033  |  0.414669  0.414669  0.414668
21.611033  21.614939  21.611033  |  0.414668  0.414670  0.414668
21.611033  21.611033  21.609080  |  0.414668  0.414668  0.414668
21.609080  21.607127  21.609080  |  0.414668  0.414669  0.414668
21.609080  21.609080  21.610056  |  0.414668  0.414668  0.414668
21.610056  21.611033  21.610056  |  0.414668  0.414668  0.414668
21.610056  21.610056  21.610056  |  0.414668  0.414668  0.414668
21.610056  21.610056  21.610056  |  0.414668  0.414668  0.414668
21.610056  21.610056  21.610056  |  0.414668  0.414668  0.414668
21.610056  21.610056  21.610056  |  0.414668  0.414668  0.414668
21.610056  21.610056  21.610026  |  0.414668  0.414668  0.414668
21.610026  21.609995  21.610026  |  0.414668  0.414668  0.414668
21.610026  21.610026  21.610041  |  0.414668  0.414668  0.414668
21.610041  21.610056  21.610041  |  0.414668  0.414668  0.414668
21.610041  21.610041  21.610041  |  0.414668  0.414668  0.414668
21.610041  21.610041  21.610041  |  0.414668  0.414668  0.414668
21.610041  21.610041  21.610039  |  0.414668  0.414668  0.414668
21.610039  21.610037  21.610039  |  0.414668  0.414668  0.414668
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-36.178650  -36.178650  -36.178650  |  0.459803  0.459803  0.459803
-36.178650  -36.178650  -36.178650  |  0.459803  0.459803  0.459803
-36.178650  -36.178650  -36.178650  |  0.459803  0.459803  0.459803
-36.178650  -36.178650  -36.178650  |  0.459803  0.459803  0.459803
-36.178650  -36.178650  -36.147400  |  0.459803  0.459803  0.459784
-36.147400  -36.116150  -36.147400  |  0.459784  0.459846  0.459784
-36.147400  -36.147400  -36.163025  |  0.459784  0.459784  0.459783
-36.163025  -36.178650  -36.163025  |  0.459783  0.459803  0.459783
-36.163025  -36.163025  -36.155212  |  0.459783  0.459783  0.459781
-36.155212  -36.147400  -36.155212  |  0.459781  0.459784  0.459781
-36.155212  -36.155212  -36.155212  |  0.459781  0.459781  0.459781
-36.155212  -36.155212  -36.155212  |  0.459781  0.459781  0.459781
-36.155212  -36.155212  -36.155212  |  0.459781  0.459781  0.459781
-36.155212  -36.155212  -36.155700  |  0.459781  0.459781  0.459781
-36.155700  -36.156189  -36.155700  |  0.459781  0.459781  0.459781
-36.155700  -36.155700  -36.155700  |  0.459781  0.459781  0.459781
-36.155700  -36.155700  -36.155578  |  0.459781  0.459781  0.459781
-36.155578  -36.155456  -36.155578  |  0.459781  0.459781  0.459781
-36.155578  -36.155578  -36.155639  |  0.459781  0.459781  0.459781
-36.155639  -36.155700  -36.155639  |  0.459781  0.459781  0.459781
-36.155639  -36.155639  -36.155609  |  0.459781  0.459781  0.459781
-36.155609  -36.155578  -36.155609  |  0.459781  0.459781  0.459781
-36.155609  -36.155609  -36.155609  |  0.459781  0.459781  0.459781
-36.155609  -36.155609  -36.155616  |  0.459781  0.459781  0.459781
-36.155616  -36.155624  -36.155616  |  0.459781  0.459781  0.459781
-36.155616  -36.155616  -36.155613  |  0.459781  0.459781  0.459781
-36.155613  -36.155609  -36.155613  |  0.459781  0.459781  0.459781
-36.155613  -36.155613  -36.155615  |  0.459781  0.459781  0.459781
-36.155615  -36.155616  -36.155615  |  0.459781  0.459781  0.459781
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-10.825565  -10.825565  -11.325565  |  0.476706  0.476706  0.373613
-11.325565  -11.825565  -11.325565  |  0.373613  0.455044  0.373613
-11.325565  -11.325565  -11.325565  |  0.373613  0.373613  0.373613
-11.325565  -11.325565  -11.450565  |  0.373613  0.373613  0.373315
-11.450565  -11.575565  -11.450565  |  0.373315  0.374069  0.373315
-11.450565  -11.450565  -11.450565  |  0.373315  0.373315  0.373315
-11.450565  -11.450565  -11.419315  |  0.373315  0.373315  0.373291
-11.419315  -11.388065  -11.419315  |  0.373291  0.373334  0.373291
-11.419315  -11.419315  -11.419315  |  0.373291  0.373291  0.373291
-11.419315  -11.419315  -11.427128  |  0.373291  0.373291  0.373291
-11.427128  -11.434940  -11.427128  |  0.373291  0.373295  0.373291
-11.427128  -11.427128  -11.423222  |  0.373291  0.373291  0.373291
-11.423222  -11.419315  -11.423222  |  0.373291  0.373291  0.373291
-11.423222  -11.423222  -11.423222  |  0.373291  0.373291  0.373291
-11.423222  -11.423222  -11.424198  |  0.373291  0.373291  0.373291
-11.424198  -11.425175  -11.424198  |  0.373291  0.373291  0.373291
-11.424198  -11.424198  -11.423710  |  0.373291  0.373291  0.373291
-11.423710  -11.423222  -11.423710  |  0.373291  0.373291  0.373291
-11.423710  -11.423710  -11.423954  |  0.373291  0.373291  0.373291
-11.423954  -11.424198  -11.423954  |  0.373291  0.373291  0.373291
-11.423954  -11.423954  -11.423954  |  0.373291  0.373291  0.373291
-11.423954  -11.423954  -11.423893  |  0.373291  0.373291  0.373291
-11.423893  -11.423832  -11.423893  |  0.373291  0.373291  0.373291
-11.423893  -11.423893  -11.423924  |  0.373291  0.373291  0.373291
-11.423924  -11.423954  -11.423924  |  0.373291  0.373291  0.373291
-11.423924  -11.423924  -11.423908  |  0.373291  0.373291  0.373291
-11.423908  -11.423893  -11.423908  |  0.373291  0.373291  0.373291
-11.423908  -11.423908  -11.423916  |  0.373291  0.373291  0.373291
-11.423916  -11.423924  -11.423916  |  0.373291  0.373291  0.373291
-11.423916  -11.423916  -11.423916  |  0.373291  0.373291  0.373291
-11.423916  -11.423916  -11.423914  |  0.373291  0.373291  0.373291
-11.423914  -11.423912  -11.423914  |  0.373291  0.373291  0.373291
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-41.547590  -41.547590  -41.047590  |  0.538794  0.538794  0.485439
-41.047590  -40.547590  -40.547590  |  0.485439  0.451965  0.451965
-40.547590  -40.047590  -40.547590  |  0.451965  0.495753  0.451965
-40.547590  -40.547590  -40.547590  |  0.451965  0.451965  0.451965
-40.547590  -40.547590  -40.547590  |  0.451965  0.451965  0.451812
-40.547590  -40.547590  -40.422590  |  0.451812  0.452439  0.451832
-40.547590  -40.547590  -40.547590  |  0.451812  0.451812  0.451791
-40.547590  -40.547590  -40.610090  |  0.451791  0.451965  0.451785
-40.610090  -40.672590  -40.610090  |  0.451785  0.451873  0.451785
-40.610090  -40.610090  -40.610090  |  0.451785  0.451785  0.451779
-40.610090  -40.610090  -40.641340  |  0.451779  0.451823  0.451778
-40.641340  -40.672590  -40.641340  |  0.451778  0.451801  0.451778
-40.641340  -40.641340  -40.641340  |  0.451778  0.451778  0.451777
-40.641340  -40.641340  -40.656965  |  0.451777  0.451787  0.451776
-40.656965  -40.672590  -40.656965  |  0.451776  0.451782  0.451776
-40.656965  -40.656965  -40.656965  |  0.451776  0.451776  0.451776
-40.656965  -40.656965  -40.664778  |  0.451776  0.451778  0.451776
-40.656965  -40.656965  -40.656965  |  0.451776  0.451776  0.451776
-40.656965  -40.656965  -40.653059  |  0.451776  0.451776  0.451776
-40.656965  -40.656965  -40.656965  |  0.451776  0.451776  0.451776
-40.656965  -40.656965  -40.658918  |  0.451776  0.451776  0.451776
-40.658918  -40.660872  -40.658918  |  0.451776  0.451776  0.451776
-40.658918  -40.658918  -40.658918  |  0.451776  0.451776  0.451776
-40.658918  -40.658918  -40.659895  |  0.451776  0.451776  0.451776
-40.659895  -40.660872  -40.659895  |  0.451776  0.451776  0.451776
-40.659895  -40.659895  -40.659895  |  0.451776  0.451776  0.451776
-40.659895  -40.659895  -40.660383  |  0.451776  0.451776  0.451776
-40.660383  -40.660872  -40.660383  |  0.451776  0.451776  0.451776
-40.660383  -40.660383  -40.660383  |  0.451776  0.451776  0.451776
-40.660383  -40.660383  -40.660627  |  0.451776  0.451776  0.451776
-40.660383  -40.660383  -40.660383  |  0.451776  0.451776  0.451776
-40.660383  -40.660383  -40.660261  |  0.451776  0.451776  0.451776
-40.660261  -40.660139  -40.660261  |  0.451776  0.451776  0.451776
-40.660261  -40.660261  -40.660261  |  0.451776  0.451776  0.451776
-40.660261  -40.660261  -40.660200  |  0.451776  0.451776  0.451776
-40.660200  -40.660139  -40.660200  |  0.451776  0.451776  0.451776
-40.660200  -40.660200  -40.660200  |  0.451776  0.451776  0.451776
-40.660200  -40.660200  -40.660170  |  0.451776  0.451776  0.451776
-40.660200  -40.660200  -40.660200  |  0.451776  0.451776  0.451776
-40.660200  -40.660200  -40.660215  |  0.451776  0.451776  0.451776
-40.660215  -40.660231  -40.660215  |  0.451776  0.451776  0.451776
-40.660215  -40.660215  -40.660215  |  0.451776  0.451776  0.451776
-40.660215  -40.660215  -40.660223  |  0.451776  0.451776  0.451776
-40.660223  -40.660231  -40.660223  |  0.451776  0.451776  0.451776
-40.660223  -40.660223  -40.660223  |  0.451776  0.451776  0.451776
-40.660223  -40.660223  -40.660227  |  0.451776  0.451776  0.451776
-40.660223  -40.660223  -40.660223  |  0.451776  0.451776  0.451776
-40.660223  -40.660223  -40.660221  |  0.451776  0.451776  0.451776
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-37.149676  -37.149676  -37.649676  |  0.498329  0.498329  0.476037
-37.649676  -38.149676  -37.649676  |  0.476037  0.494011  0.476037
-37.649676  -37.649676  -37.649676  |  0.476037  0.476037  0.476037
-37.649676  -37.649676  -37.649676  |  0.476037  0.476037  0.476037
-37.649676  -37.649676  -37.712176  |  0.476037  0.476037  0.475978
-37.712176  -37.774676  -37.712176  |  0.475978  0.476068  0.475978
-37.712176  -37.712176  -37.712176  |  0.475978  0.475978  0.475978
-37.712176  -37.712176  -37.712176  |  0.475978  0.475978  0.475978
-37.712176  -37.712176  -37.704363  |  0.475978  0.475978  0.475977
-37.704363  -37.696551  -37.704363  |  0.475977  0.475978  0.475977
-37.704363  -37.704363  -37.704363  |  0.475977  0.475977  0.475977
-37.704363  -37.704363  -37.706316  |  0.475977  0.475977  0.475977
-37.706316  -37.708269  -37.706316  |  0.475977  0.475977  0.475977
-37.706316  -37.706316  -37.706316  |  0.475977  0.475977  0.475977
-37.706316  -37.706316  -37.705828  |  0.475977  0.475977  0.475977
-37.705828  -37.705340  -37.705828  |  0.475977  0.475977  0.475977
-37.705828  -37.705828  -37.705828  |  0.475977  0.475977  0.475977
-37.705828  -37.705828  -37.705828  |  0.475977  0.475977  0.475977
-37.705828  -37.705828  -37.705828  |  0.475977  0.475977  0.475977
-37.705828  -37.705828  -37.705859  |  0.475977  0.475977  0.475977
-37.705859  -37.705889  -37.705859  |  0.475977  0.475977  0.475977
-37.705859  -37.705859  -37.705859  |  0.475977  0.475977  0.475977
-37.705859  -37.705859  -37.705859  |  0.475977  0.475977  0.475977
-37.705859  -37.705859  -37.705855  |  0.475977  0.475977  0.475977
-37.705855  -37.705851  -37.705855  |  0.475977  0.475977  0.475977
-37.705855  -37.705855  -37.705855  |  0.475977  0.475977  0.475977
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-38.888972  -38.888972  -38.388972  |  0.524824  0.524824  0.495080
-38.388972  -37.888972  -37.888972  |  0.495080  0.471615  0.471615
-37.888972  -37.388972  -37.888972  |  0.471615  0.496004  0.471615
-37.888972  -37.888972  -37.888972  |  0.471615  0.471615  0.471615
-37.888972  -37.888972  -37.888972  |  0.471615  0.471615  0.471615
-37.888972  -37.888972  -37.888972  |  0.471615  0.471615  0.471615
